sku_id,week_offset,prior,actual,posterior_mean,hdi_low,hdi_high,rmse
0789674005,0,8.04705943359684,11.0,9.526978449519051,2.5132889256030158,15.451345340871725,3.715807639912646
0789674005,1,10.346228896761556,8.0,9.14843725222632,3.03663778486352,15.321704910411997,3.715807639912646
0789674005,2,14.752968368385332,6.0,10.115875660399462,2.9152511847245046,17.57863362693166,3.715807639912646
0789674005,3,16.860534066184858,4.0,9.899133207936705,1.4737312282689254,18.652567700454053,3.715807639912646
0688873008,0,42.81744111852524,61.0,52.704355286356765,21.77810332365819,82.96667383698683,71.51486242080351
0688873008,1,57.22330913664686,171.0,119.11076692743123,57.085270601887444,176.43011336705248,71.51486242080351
0688873008,2,39.61613710024252,137.0,92.62334975979371,35.35835123616942,142.02837534168137,71.51486242080351
0688873008,3,30.012225069911864,303.0,177.5930429694993,35.822984337892414,302.2610913368261,71.51486242080351
0749674004,0,1.5226819376730423,1.0,1.2852271402164546,-0.022318121793910115,2.5684735523302877,0.3484388178306102
0749674004,1,1.9033536299454128,3.0,2.383881928521552,1.0093476968794977,3.7558255334239337,0.3484388178306102
0749674004,2,2.0936864948096394,2.0,2.052395107561932,0.9519937458833708,3.3186843307650613,0.3484388178306102
0749674004,3,2.664693324215699,3.0,2.851887906402053,1.620866946088011,4.097116753133634,0.3484388178306102
0548467001,0,20.96467987878686,93.0,57.84566560293283,12.936933882580627,101.62854166389229,77.74234670665174
0548467001,1,27.952906503099275,325.0,181.48479948965218,35.96207552402885,326.09997419025945,77.74234670665174
0548467001,2,36.1391148194142,95.0,67.06400072730364,27.352687635797817,104.53604204537757,77.74234670665174
0548467001,3,20.166025398471294,101.0,61.46988709807767,13.038358553242134,110.17563141063802,77.74234670665174
0687173002,0,77.7846046954755,5.0,21.430602539139787,1.7187337135630545,75.73833076478518,23.488217050294846
0687173002,1,64.02271302115165,47.0,51.211415670765014,37.51667403808401,77.33872615999198,23.488217050294846
0687173002,2,61.23044525845937,38.0,43.020910031746375,26.951057756990224,68.88650719499307,23.488217050294846
0687173002,3,38.89230234566122,228.0,184.48132468113255,57.205134709933695,228.83718484019116,23.488217050294846
